"Year","CITATION","SAMPLE NAME","UNIQUE_ID","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","FE(WT%)","MG(WT%)","K(WT%)","NA(WT%)","LI(PPM)","F(PPM)","S(PPM)","CL(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","CO(PPM)","NI(PPM): altern. values or methods","","","","","","CU(PPM)","ZN(PPM)","GA(PPM)","AS(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","PD(PPB)","AG(PPM)","CD(PPM)","SN(PPM)","SB(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PT(PPB)","AU(PPM)","AU(PPB)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)",
"1975"," [9786] PAGE R. W. (1975)","samp. 71-729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 71-224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.915","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 71-722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 71-723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 71-724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 71-725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 7152 1921","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.956","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 7152 1978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 72-209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.559","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 72-211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 70-5997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 72-205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 72-205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 72-206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 72-207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 72-208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.487","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 72-221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.199","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 71-733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1975"," [9786] PAGE R. W. (1975)","samp. 71-724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1990"," [9921] RICHARDS J. P. (1990)","samp. RJR-27","167492","44.96","1.2","13.2","","","","3.73","","5.97","11.78","14.94","0.19","","","","1.18","2.16","0.7","","3.51","0.37","1.94","","","","0.11","","","","","","","","","","28.9","","243","785","","","378","XRF","","","","","76","195","","","","29.5","725","16","120","54","","","","","","","","305","38.1","76.5","","","","","","","","","","","","","","","","","","","","36","","6.2","1.1",
"1990"," [9921] RICHARDS J. P. (1990)","samp. RJR-44","167494","45.08","1.19","13.03","","","","3.73","","5.74","11.41","15.23","0.17","","","","1.63","2.14","0.64","","3.1","0.39","1.46","","","","0.1","","","","","","","","","","32","","240","785","","","388","XRF","","","","","66","104","","","","45","630","16","120","49.5","","","","","","","","330","32","65","","","","","","","","","","","","","","","","","","","","7","","7","1.5",
"1990"," [9921] RICHARDS J. P. (1990)","samp. RJR-21","","45.1","1.18","13.09","","","","3.26","","6.18","11.9","14.85","0.17","","","","0.85","2.83","0.59","","3.53","0.45","2.58","","","","0.13","","","","","","","","","","31","","232","845","","","374","XRF","","","","","66","79","","","","19.5","645","15","114","47.5","","","","","","","","235","29","60","","","","","","","","","","","","","","","","","","","","7","","7.5","1",
"1990"," [9921] RICHARDS J. P. (1990)","samp. RJR-44-C","","49.87","0.86","5","0.73","","","","4.31","","23.2","15.26","0.07","","0.05","","0","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1990"," [9921] RICHARDS J. P. (1990)","samp. RJR-21-D","","39.72","3.54","13.1","0.13","","","","10.65","","10.96","14.55","0.15","0.07","","0.04","0.85","2.99","","","","","","0.15","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1990"," [9921] RICHARDS J. P. (1990)","samp. RJR-21-A","","36.63","2.7","15.23","0.09","","","","11.5","","0","18.64","0.13","0.8","","0.04","8.89","0.76","","","","","","0.14","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1990"," [9921] RICHARDS J. P. (1990)","samp. RJR-44-G","","0.07","0.6","19.72","37.76","0.13","","","30.92","","","7.43","0.67","","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1990"," [11195] RICHARDS J. P. (1990)","samp. RJR27","167492","42.1","1.14","12.27","","","","3.63","","5.64","11.02","13.69","0.17","","","","1.1","1.96","0.64","","3.51","0.37","1.94","","","","0.11","","","","","","","","","","29","","240","75","","","378","XRF","","","","","76","195","","","","29.5","725","16","120","54","","","","","","","","300","38","74","","32","4.7","1.77","4.5","0.89","","0.7","","","1.36","0.22","2.5","2.8","","","","","","36","","5.4","1.3",
"1999"," [12118] MONNIER C. (1999)","samp. CY24A","","49.5","0.17","16.3","","","3.3","","","","18.3","10.8","0.07","","","","0.01","0.96","0.02","","","","","","","","","1.3","","","","","","","","","44","1019","135","750","","28","168","ICPAES","1.37","AES","2.1","ICPMS","","","","","","0.03","86","4.29","2.82","0.03","","","","","","","0.002","0.64","0.14","0.55","0.12","0.85","0.41","0.24","0.66","0.12","0.87","0.19","0.51","0.07","0.46","0.07","0.16","","","","","","","","","0.01","0.01",
"1999"," [12118] MONNIER C. (1999)","samp. CY31","","47","0.26","19.4","","","5.15","","","","13.9","9.6","0.09","","","","0.01","1.39","0.02","","","","","","","","","3.75","","","","","","","","","30","1559","110","600","","35","224","ICPAES","1.86","AES","2.26","ICPMS","","","","","","0.14","145","4.85","4.82","0.04","","","","","","","0.003","1.37","0.32","1.1","0.22","1.28","0.5","0.35","0.79","0.14","0.98","0.21","0.6","0.09","0.57","0.08","0.18","","","","","","","","","0.01","",
"1999"," [12118] MONNIER C. (1999)","samp. CY33","","48.5","0.15","15.15","","","4.23","","","","16.2","13.7","0.03","","","","0","0.83","0.02","","","","","","","","","1.32","","","","","","","","","42","1841","116","415","","41","227","ICPAES","1.45","AES","0.38","ICPMS","","","","","","0.03","31","3.56","2.83","0.02","","","","","","","0.001","0.56","0.1","0.43","0.1","0.68","0.34","0.2","0.53","0.11","0.71","0.15","0.42","0.06","0.38","0.05","0.13","","","","","","","","","","0.07",
"1999"," [12118] MONNIER C. (1999)","samp. CY34","","47.2","0.18","19","","","5.8","","","","14.5","9.4","0.1","","","","0.01","1.41","0.03","","","","","","","","","2.73","","","","","","","","","28","2482","106","1080","","39","195","ICPAES","1.09","AES","1.64","ICPMS","","","","","","0.06","127","4.25","3.34","0.07","","","","","","","0.004","0.76","0.22","0.77","0.16","0.98","0.41","0.33","0.65","0.13","0.86","0.19","0.51","0.07","0.48","0.07","0.14","","","","","","","","","","0.04",
"1999"," [12118] MONNIER C. (1999)","samp. CY37","","49","0.19","16.5","","","5.56","","","","15.8","10.9","0.11","","","","0","1.22","0.03","","","","","","","","","0.99","","","","","","","","","37","1139","133","560","","36","155","ICPAES","3.06","AES","1.09","ICPMS","","","","","","0.03","109","4.95","3.89","0.04","","","","","","","0.002","0.72","","0.73","0.15","1","0.46","0.29","0.72","0.14","1.01","0.22","0.63","0.09","0.58","0.08","0.17","","","","","","","","","0.01","0.07",
"1999"," [12118] MONNIER C. (1999)","samp. CY258","","46.6","0.14","22.2","","","3.6","","","","17.65","8.45","0.06","","","","0.02","0.74","0.02","","","","","","","","","0.86","","","","","","","","","36","839","75","470","","27","115","ICPAES","2.41","AES","2.75","ICPMS","","","","","","0.7","276","2.91","3.49","0.02","","","","","","","0.07","11.1","","0.82","0.16","1","0.41","0.26","0.56","0.09","0.64","0.13","0.36","0.05","0.3","0.04","0.18","","","","","","","","","0.01","0.02",
"1999"," [12118] MONNIER C. (1999)","samp. CY35","","45","0.32","14.2","","","8.92","","","","12.36","13.93","0.15","","","","0.01","1.05","0.03","","","","","","","","","3.97","","","","","","","","","37","1918","168","750","","55","326","ICPAES","1.21","AES","3.63","ICPMS","","","","","","0.05","110","6.57","4.38","0.02","","","","","","","0.002","0.67","0.17","0.81","0.19","1.41","0.68","0.38","1.01","0.2","1.33","0.29","0.82","0.1","0.71","0.1","0.23","","","","","","","","","","0.01",
